House_Area_sqft,Number_of_Rooms,Number_of_Bathrooms,Number_of_Floors,House_Age,Basement,State,City,Region_Type,Renovation_Type,Quality_Grade,Material_Quality,Wall_Condition,Roof_Condition,Plumbing_Condition,Electrical_Condition,Waterproofing_Required,Season,Cement_Price,Steel_Price,Sand_Price,Paint_Price,Brick_Price,Tile_Price,Wood_Price,Estimated_Labour_Cost,Estimated_Duration_Days,Estimated_Renovation_Cost,Budget_Status
3163,6,3,3,45,0,Maharashtra,Pune,Rural,Electrical,Economy,Economy,5,4,6,8,No,Summer,371.14,63.34,55.0,306.34,10.23,80.48,1781.21,348985.27,52,475458.39,Over Budget
1717,4,2,1,55,1,Maharashtra,Thane,Semi-Urban,Bathroom,Premium,Standard,3,4,6,6,Yes,Monsoon,541.6,93.66,76.78,477.74,14.04,123.79,2562.18,309564.27,70,472890.59,Over Budget
1530,4,3,1,20,0,Karnataka,Mysuru,Urban,Roofing,Economy,Standard,10,7,7,6,Yes,Winter,338.78,63.2,49.32,289.74,9.17,77.74,1541.57,206022.21,55,281172.05,Over Budget
2352,5,3,1,19,1,Rajasthan,Udaipur,Urban,Electrical,Standard,Economy,9,7,8,9,Yes,Monsoon,374.13,67.71,51.66,305.86,9.64,79.18,1661.63,288432.15,42,373471.85,Over Budget
2622,7,4,2,5,1,Kerala,Thiruvananthapuram,Urban,Kitchen,Standard,Economy,8,8,10,10,No,Winter,392.59,75.21,57.43,352.33,10.62,91.35,1980.9,317581.27,49,488339.48,Over Budget
808,2,2,1,72,1,Kerala,Kannur,Urban,Bathroom,Standard,Standard,5,4,5,3,Yes,Summer,394.95,72.28,58.95,342.21,10.84,88.18,1991.5,131424.7,46,200703.58,Over Budget
1701,5,3,2,79,1,Maharashtra,Nagpur,Semi-Urban,Kitchen,Premium,Standard,3,1,5,5,No,Winter,570.57,94.42,78.31,443.53,14.45,124.07,2522.21,297167.13,62,433781.86,Over Budget
2106,4,2,1,40,0,Gujarat,Surat,Rural,Exterior,Luxury,Standard,5,5,4,5,No,Summer,676.57,116.62,97.79,544.24,17.57,150.89,3093.51,211382.28,53,427073.34,Within Budget
3840,8,5,2,43,1,Telangana,Karimnagar,Urban,Roofing,Luxury,Standard,4,4,5,4,Yes,Monsoon,596.76,109.31,86.61,515.6,15.51,145.15,2794.81,768271.54,80,1117132.23,Over Budget
3606,8,4,2,27,0,Rajasthan,Jodhpur,Urban,Interior,Luxury,Standard,7,6,6,7,Yes,Summer,610.33,103.47,84.21,501.26,15.42,137.57,2722.94,380452.23,52,769445.79,Over Budget
2232,4,3,2,24,0,Tamil Nadu,Tiruchirappalli,Urban,Interior,Luxury,Economy,7,6,8,6,Yes,Monsoon,601.48,117.39,92.7,509.57,16.75,133.31,2890.0,270127.24,53,547398.52,Over Budget
4696,8,4,3,54,1,Rajasthan,Kota,Urban,Interior,Economy,Standard,6,3,3,3,Yes,Monsoon,298.71,55.55,45.98,262.59,7.98,69.72,1448.49,713016.44,65,764980.18,Over Budget
2406,6,3,1,3,1,Tamil Nadu,Chennai,Urban,Full,Economy,Economy,10,10,9,10,Yes,Monsoon,323.33,59.41,47.59,271.11,8.9,76.52,1536.77,240424.94,101,303119.21,Within Budget
2224,4,2,1,18,0,Uttar Pradesh,Noida,Urban,Roofing,Premium,Premium,8,7,10,7,No,Summer,430.72,82.37,63.24,393.17,12.06,104.35,2144.38,258979.79,53,389120.25,Over Budget
1676,4,2,2,20,1,Kerala,Thiruvananthapuram,Rural,Painting,Economy,Economy,8,8,10,10,No,Monsoon,339.47,62.3,51.4,298.71,9.14,79.56,1610.39,121495.17,37,205324.29,Within Budget
4050,8,4,4,71,1,Kerala,Kottayam,Urban,Exterior,Standard,Standard,1,3,2,3,Yes,Winter,405.72,74.48,60.15,362.16,10.56,93.6,1907.43,912233.43,76,1197055.62,Over Budget
1681,3,2,2,28,0,Gujarat,Ahmedabad,Semi-Urban,Interior,Standard,Premium,9,8,10,8,No,Monsoon,420.21,69.96,55.81,336.56,10.93,94.18,1967.11,171955.58,40,204631.2,Within Budget
5831,8,5,4,44,1,Tamil Nadu,Chennai,Rural,Interior,Luxury,Standard,8,6,5,8,No,Summer,635.57,110.25,87.0,545.84,16.27,139.36,2948.61,549459.96,61,1313706.14,Over Budget
2367,4,2,2,52,0,Rajasthan,Udaipur,Semi-Urban,Painting,Economy,Economy,3,3,4,4,Yes,Winter,314.48,55.21,46.86,262.48,7.97,70.7,1525.02,237932.85,46,333310.2,Over Budget
3040,8,4,2,79,1,Kerala,Thiruvananthapuram,Rural,Interior,Standard,Standard,2,5,5,4,No,Summer,402.68,75.35,56.93,355.05,11.32,88.05,2038.15,390322.95,73,544327.5,Over Budget
981,1,1,1,47,0,Uttar Pradesh,Lucknow,Urban,Flooring,Standard,Standard,6,4,7,6,Yes,Monsoon,359.03,60.95,52.16,302.46,9.28,79.8,1689.35,124793.7,54,179708.64,Over Budget
2565,6,4,2,40,1,Gujarat,Ahmedabad,Semi-Urban,Kitchen,Premium,Standard,4,4,5,5,Yes,Monsoon,494.89,90.82,70.53,438.85,13.11,112.3,2355.99,329565.34,76,558397.45,Over Budget
2859,7,3,3,51,0,Delhi,New Delhi,Urban,Roofing,Economy,Standard,6,7,4,5,No,Winter,392.51,65.22,55.75,335.21,9.98,85.11,1870.33,518735.77,60,677685.18,Over Budget
3703,7,4,2,23,1,Karnataka,Mysuru,Urban,Flooring,Economy,Standard,7,8,9,6,No,Winter,354.96,61.47,48.58,294.5,8.67,75.05,1619.49,550756.44,50,612437.94,Over Budget
938,1,1,1,72,0,Telangana,Hyderabad,Urban,Roofing,Standard,Standard,5,5,5,2,No,Winter,370.67,69.8,53.53,325.17,10.09,88.73,1879.38,166812.18,59,160559.75,Over Budget
5590,8,4,4,20,0,Delhi,New Delhi,Urban,Full,Economy,Premium,10,9,9,6,No,Summer,363.16,66.97,54.21,309.19,9.72,83.45,1721.35,704293.15,98,1038713.74,Over Budget
5402,8,5,3,11,0,Uttar Pradesh,Kanpur,Urban,Bathroom,Premium,Premium,10,10,9,10,No,Winter,425.97,78.32,64.77,370.81,12.3,100.01,2133.32,481529.41,47,681654.35,Within Budget
5923,8,4,4,47,0,Telangana,Karimnagar,Semi-Urban,Kitchen,Economy,Economy,5,4,8,8,Yes,Monsoon,343.93,61.19,49.81,284.45,8.82,72.3,1604.33,837935.39,86,1058723.98,Over Budget
2272,4,3,1,59,0,Delhi,New Delhi,Semi-Urban,Bathroom,Standard,Standard,3,6,6,3,Yes,Monsoon,447.74,80.88,66.75,391.97,11.35,102.9,2107.89,509357.46,72,516929.94,Over Budget
2564,5,3,3,10,1,Maharashtra,Mumbai,Semi-Urban,Interior,Standard,Economy,10,10,9,8,No,Winter,435.51,76.27,60.29,355.99,11.23,101.31,2094.02,235186.65,38,302504.94,Within Budget
5295,8,5,4,45,1,Delhi,New Delhi,Urban,Interior,Economy,Standard,5,6,5,6,No,Monsoon,398.4,68.79,55.7,308.36,10.34,85.61,1742.41,963683.09,78,1187161.67,Over Budget
2453,5,3,1,56,0,West Bengal,Kolkata,Urban,Electrical,Standard,Premium,7,5,6,3,No,Summer,377.61,69.06,55.1,330.38,10.16,82.53,1803.02,259309.71,49,318983.91,Within Budget
5940,8,5,4,40,0,Tamil Nadu,Salem,Semi-Urban,Full,Premium,Premium,4,8,7,4,Yes,Winter,489.91,89.74,71.14,392.08,12.81,106.91,2334.46,805150.12,111,890984.51,Within Budget
3692,7,3,3,27,0,Kerala,Kottayam,Semi-Urban,Interior,Premium,Standard,6,7,9,7,No,Summer,523.48,90.92,71.81,418.63,13.47,116.92,2312.06,464489.4,47,744801.11,Over Budget
3988,8,5,2,56,1,Tamil Nadu,Chennai,Semi-Urban,Flooring,Economy,Standard,3,5,3,3,No,Summer,345.94,59.79,46.44,279.99,9.0,71.11,1562.14,593166.3,70,656263.16,Over Budget
5997,8,5,4,38,1,Kerala,Kannur,Semi-Urban,Exterior,Premium,Economy,5,7,5,8,Yes,Winter,533.66,91.7,73.76,422.28,12.94,114.74,2372.9,844342.98,73,1331329.56,Over Budget
2010,4,2,1,7,1,Telangana,Warangal,Semi-Urban,Kitchen,Standard,Premium,9,9,10,9,Yes,Monsoon,377.71,66.3,58.1,310.24,10.7,90.46,1861.75,234582.18,55,278870.53,Over Budget
5997,8,5,4,63,1,Telangana,Warangal,Semi-Urban,Plumbing,Luxury,Economy,2,5,4,6,No,Winter,627.7,110.57,90.66,543.35,16.04,144.16,3029.12,203142.92,38,300131.94,Over Budget
3371,8,5,3,79,1,Gujarat,Vadodara,Semi-Urban,Exterior,Economy,Standard,3,3,3,2,Yes,Summer,339.96,59.18,48.45,297.88,8.57,74.19,1675.11,497928.53,63,681474.43,Over Budget
760,1,1,1,41,1,Delhi,New Delhi,Urban,Bathroom,Economy,Standard,5,5,8,4,No,Winter,368.76,64.91,55.25,329.23,10.3,85.39,1845.57,138537.67,47,136339.37,Within Budget
3344,7,4,3,54,0,Uttar Pradesh,Varanasi,Semi-Urban,Plumbing,Standard,Standard,3,7,6,7,No,Winter,369.13,62.61,52.55,301.81,9.78,83.44,1768.85,80878.04,38,99048.61,Over Budget
3937,8,4,2,38,0,Tamil Nadu,Tiruchirappalli,Rural,Exterior,Standard,Premium,8,8,5,9,No,Winter,387.17,70.93,59.06,344.33,9.81,86.73,1796.73,277256.5,50,489775.19,Over Budget
2244,4,3,2,42,1,West Bengal,Howrah,Semi-Urban,Exterior,Economy,Standard,8,4,8,8,Yes,Monsoon,323.75,57.87,46.79,282.46,8.82,71.83,1552.44,238476.61,65,274360.66,Within Budget
4129,8,4,3,12,1,Telangana,Hyderabad,Urban,Bathroom,Standard,Premium,10,9,10,7,No,Monsoon,373.94,70.81,58.83,322.67,10.17,83.16,1787.82,487409.27,63,790154.78,Over Budget
4807,8,4,3,56,0,Karnataka,Bengaluru,Urban,Full,Standard,Standard,7,6,3,5,No,Summer,388.41,70.61,60.06,327.63,10.62,91.44,1910.14,602358.95,121,736100.7,Over Budget
4068,8,5,3,70,0,West Bengal,Kolkata,Urban,Roofing,Standard,Standard,4,5,2,5,No,Summer,379.99,67.67,55.32,326.84,10.25,81.0,1720.35,625405.26,73,786080.61,Over Budget
4450,8,5,4,9,0,Maharashtra,Nagpur,Semi-Urban,Flooring,Standard,Standard,10,9,8,10,No,Winter,426.04,81.6,65.47,366.62,11.29,100.82,2073.42,376149.94,42,657362.47,Within Budget
4068,8,5,4,54,1,Delhi,New Delhi,Urban,Bathroom,Premium,Premium,3,5,5,4,No,Winter,552.85,97.0,79.01,455.24,15.17,124.57,2596.16,902729.13,62,1308999.3,Over Budget
1633,5,3,2,6,1,Maharashtra,Nashik,Urban,Electrical,Standard,Standard,9,10,10,8,No,Summer,450.55,78.99,65.8,363.74,11.87,95.11,2102.42,202867.1,32,294552.6,Within Budget
543,1,1,1,54,0,Telangana,Warangal,Rural,Roofing,Economy,Standard,3,3,6,5,Yes,Monsoon,315.68,58.37,49.59,274.1,8.28,76.98,1517.2,83975.9,89,102629.9,Over Budget
2184,4,3,2,15,0,Delhi,New Delhi,Semi-Urban,Plumbing,Standard,Premium,8,7,10,7,No,Summer,454.75,84.25,67.53,360.08,12.16,102.77,2218.52,46583.14,31,62931.94,Within Budget
2571,5,3,3,1,1,Karnataka,Hubli,Semi-Urban,Exterior,Premium,Economy,9,8,10,10,No,Monsoon,497.11,90.6,71.14,405.7,13.06,115.03,2330.53,206975.22,53,452789.96,Over Budget
2951,6,4,2,37,1,Delhi,New Delhi,Urban,Full,Standard,Standard,9,5,9,7,No,Summer,432.82,80.77,67.41,376.87,12.2,98.96,2075.51,352100.09,86,454854.0,Within Budget
2917,6,4,3,21,0,Uttar Pradesh,Noida,Urban,Flooring,Luxury,Economy,6,6,8,6,No,Winter,586.73,106.95,85.4,494.83,14.92,122.81,2627.23,342163.82,53,627397.87,Over Budget
3199,8,5,2,42,1,Rajasthan,Udaipur,Rural,Exterior,Standard,Economy,7,8,7,7,No,Summer,366.48,65.28,55.19,324.98,9.48,81.53,1707.05,278947.74,59,379478.77,Within Budget
4506,8,5,3,64,0,Tamil Nadu,Salem,Urban,Electrical,Premium,Premium,2,5,4,4,No,Winter,511.66,91.49,67.6,425.66,13.06,112.41,2243.11,1053982.24,62,1562464.84,Over Budget
1938,5,3,1,55,0,Uttar Pradesh,Agra,Urban,Flooring,Standard,Standard,7,6,3,3,No,Winter,367.97,63.41,49.9,304.26,9.54,80.67,1618.48,226591.18,52,311998.87,Over Budget
4512,8,4,4,29,1,Maharashtra,Pune,Rural,Electrical,Standard,Premium,9,7,10,10,No,Summer,427.68,78.92,62.02,367.68,11.04,95.57,2020.38,382685.61,49,556455.13,Within Budget
1566,3,1,2,80,1,Karnataka,Belagavi,Semi-Urban,Full,Economy,Economy,1,1,3,3,Yes,Monsoon,341.77,57.9,47.44,279.33,9.19,76.05,1593.46,303278.28,138,312983.41,Over Budget
5129,8,4,3,13,1,West Bengal,Siliguri,Semi-Urban,Electrical,Luxury,Premium,10,9,8,10,Yes,Winter,632.8,113.79,87.9,506.67,16.23,134.98,2987.85,446101.82,40,906794.86,Within Budget
3978,8,4,3,11,0,Maharashtra,Thane,Semi-Urban,Roofing,Luxury,Standard,8,10,8,8,No,Monsoon,718.42,119.12,96.92,577.76,19.14,150.06,3444.0,421952.57,69,808485.31,Over Budget
4775,8,5,4,67,1,Telangana,Nizamabad,Semi-Urban,Bathroom,Economy,Standard,5,5,6,4,No,Summer,320.1,58.83,48.64,286.71,8.34,71.9,1578.35,680758.71,70,844146.19,Over Budget
1532,3,2,1,17,0,Rajasthan,Jaipur,Urban,Kitchen,Luxury,Economy,10,7,10,8,No,Summer,575.12,107.07,87.12,493.19,15.49,131.18,2796.93,123975.09,42,235151.04,Within Budget
1766,5,3,1,74,0,Telangana,Karimnagar,Urban,Interior,Economy,Standard,5,5,3,1,No,Winter,313.76,60.7,47.13,265.43,8.9,74.21,1487.69,230114.78,43,292092.44,Over Budget
672,2,1,1,64,1,Delhi,New Delhi,Urban,Roofing,Standard,Standard,6,2,3,6,Yes,Summer,447.62,81.6,66.92,365.73,11.94,96.73,2078.63,153288.59,64,188873.41,Over Budget
4423,8,4,4,59,1,West Bengal,Howrah,Urban,Plumbing,Standard,Standard,6,6,6,6,No,Winter,374.74,67.2,53.72,307.93,9.56,82.66,1789.28,132302.18,43,163686.03,Over Budget
5590,8,5,4,24,1,Telangana,Karimnagar,Urban,Electrical,Economy,Standard,10,6,7,8,No,Monsoon,332.67,57.94,46.11,273.14,8.48,77.33,1503.98,511431.89,59,700745.4,Within Budget
3855,8,4,3,73,1,Rajasthan,Kota,Rural,Kitchen,Standard,Standard,5,3,4,2,No,Winter,362.0,68.51,55.02,297.3,9.57,81.4,1721.91,378431.67,62,493095.47,Over Budget
4622,8,4,4,27,0,Tamil Nadu,Coimbatore,Semi-Urban,Painting,Premium,Premium,9,10,10,6,No,Monsoon,471.1,84.79,74.18,396.17,12.34,104.51,2405.77,435922.67,54,932672.41,Over Budget
1983,5,2,2,48,0,Rajasthan,Jaipur,Urban,Full,Standard,Standard,6,4,6,7,No,Winter,372.37,65.34,54.81,320.91,9.4,85.06,1723.42,308151.65,107,391773.64,Over Budget
947,3,2,1,69,1,Uttar Pradesh,Noida,Rural,Bathroom,Luxury,Standard,2,5,2,5,No,Winter,581.75,102.29,86.68,464.03,15.5,131.77,2624.05,93240.05,50,173441.87,Over Budget
5716,8,4,3,9,0,Karnataka,Bengaluru,Semi-Urban,Exterior,Standard,Premium,8,10,9,10,No,Monsoon,386.68,72.23,59.46,341.11,10.18,86.66,1977.88,618097.36,70,854715.42,Over Budget
5881,8,4,4,3,0,Uttar Pradesh,Varanasi,Semi-Urban,Roofing,Economy,Standard,9,10,10,9,Yes,Monsoon,316.6,55.39,45.24,265.54,7.8,66.87,1472.15,468966.34,78,558975.95,Within Budget
5346,8,5,4,24,0,Maharashtra,Pune,Rural,Bathroom,Premium,Standard,7,9,6,6,Yes,Monsoon,556.37,94.92,82.0,466.28,13.99,123.98,2614.08,572646.64,68,1161602.94,Over Budget
1083,1,1,1,63,1,Rajasthan,Udaipur,Urban,Kitchen,Luxury,Standard,5,6,2,3,No,Monsoon,581.59,102.64,81.26,498.64,15.2,127.37,2821.98,169277.07,65,238913.62,Over Budget
1397,4,2,1,35,1,Telangana,Karimnagar,Urban,Exterior,Economy,Economy,5,9,7,9,No,Summer,319.56,61.14,48.52,275.24,8.47,76.59,1601.8,199017.24,52,236810.45,Over Budget
4927,8,4,4,76,0,Rajasthan,Jaipur,Urban,Full,Premium,Economy,3,1,2,2,Yes,Winter,459.49,86.04,64.73,379.63,11.98,98.57,2222.51,702162.8,107,945242.78,Over Budget
2867,7,4,2,61,1,Kerala,Kottayam,Urban,Electrical,Economy,Premium,4,5,5,3,Yes,Winter,365.3,64.01,51.86,279.82,9.39,76.61,1582.53,445105.0,47,602595.01,Over Budget
859,2,1,1,28,0,Maharashtra,Thane,Urban,Exterior,Premium,Standard,8,9,6,6,No,Winter,547.12,94.9,75.84,456.22,13.89,121.13,2639.52,116784.35,42,218020.79,Over Budget
2650,6,4,2,13,1,Delhi,New Delhi,Urban,Kitchen,Standard,Economy,9,9,9,7,No,Winter,459.17,80.12,64.77,363.66,11.29,99.05,2061.52,341128.48,49,485588.82,Within Budget
5417,8,5,3,6,1,Tamil Nadu,Salem,Urban,Full,Standard,Premium,10,10,10,10,No,Summer,374.45,71.72,58.62,321.41,10.28,88.02,1892.51,536275.84,98,865316.23,Over Budget
5464,8,4,4,45,0,Gujarat,Vadodara,Urban,Plumbing,Standard,Premium,7,5,8,6,No,Summer,392.46,73.43,60.47,328.06,10.25,90.97,1818.18,168991.81,41,199477.48,Over Budget
3227,6,4,3,38,1,Telangana,Nizamabad,Urban,Bathroom,Premium,Standard,9,5,9,6,No,Winter,489.38,82.95,71.36,393.52,12.58,111.13,2376.61,330956.62,45,449055.55,Within Budget
628,1,1,1,46,1,Uttar Pradesh,Noida,Semi-Urban,Roofing,Standard,Premium,5,5,5,5,No,Monsoon,372.13,64.45,53.01,311.92,9.24,82.01,1715.36,87129.94,66,117757.22,Over Budget
5219,8,5,4,33,0,West Bengal,Kolkata,Rural,Painting,Premium,Standard,6,8,5,6,Yes,Monsoon,497.31,88.29,65.63,403.21,12.11,107.2,2151.89,364728.81,71,961524.44,Within Budget
4067,8,4,4,25,1,West Bengal,Durgapur,Urban,Flooring,Standard,Standard,7,9,7,6,Yes,Monsoon,372.56,71.25,55.47,327.89,10.0,87.28,1800.44,466668.35,67,607441.65,Over Budget
2214,5,3,1,73,0,Delhi,New Delhi,Urban,Exterior,Economy,Standard,1,5,2,2,No,Monsoon,373.33,66.29,56.17,320.05,9.79,84.55,1728.87,615907.22,79,673790.21,Over Budget
2769,7,3,3,9,0,West Bengal,Siliguri,Semi-Urban,Electrical,Standard,Economy,10,10,9,10,Yes,Monsoon,376.72,70.94,52.32,330.4,9.89,88.99,1845.88,226769.2,46,290675.48,Within Budget
3080,8,5,3,71,1,Maharashtra,Mumbai,Semi-Urban,Flooring,Standard,Standard,3,1,3,5,Yes,Summer,447.81,74.58,60.77,355.11,11.2,102.61,1968.77,579664.16,62,687309.21,Over Budget
2429,6,4,2,75,0,Delhi,New Delhi,Semi-Urban,Painting,Economy,Premium,2,1,4,3,Yes,Winter,397.88,65.27,56.04,318.52,10.5,83.06,1862.21,326451.74,48,519866.17,Over Budget
1827,4,3,1,44,1,Kerala,Thiruvananthapuram,Urban,Electrical,Economy,Standard,4,6,7,4,Yes,Monsoon,340.76,65.35,49.73,294.95,8.9,80.88,1674.47,339993.25,60,332729.0,Over Budget
5025,8,5,3,15,0,Telangana,Nizamabad,Rural,Flooring,Standard,Economy,7,10,7,10,No,Summer,401.77,70.65,58.71,335.7,10.08,87.62,1812.46,489542.82,61,689832.23,Over Budget
4418,8,5,4,20,0,Maharashtra,Nagpur,Rural,Full,Premium,Standard,8,10,9,10,No,Monsoon,538.29,98.54,78.95,441.51,13.77,118.24,2473.6,502427.66,126,869472.76,Over Budget
2527,5,3,3,12,0,West Bengal,Kolkata,Semi-Urban,Painting,Luxury,Standard,7,8,7,7,No,Winter,636.28,108.4,90.61,487.75,16.1,137.4,2940.7,184882.41,36,637702.31,Over Budget
2182,6,4,1,2,1,Telangana,Nizamabad,Urban,Exterior,Economy,Economy,10,8,10,10,No,Summer,336.7,58.3,48.22,285.07,8.28,76.85,1526.46,231115.8,39,298151.81,Within Budget
1869,4,3,1,44,1,West Bengal,Kolkata,Rural,Electrical,Luxury,Standard,5,5,6,4,Yes,Monsoon,580.64,104.96,92.27,499.93,15.76,130.9,2974.57,197377.09,47,437576.2,Over Budget
5353,8,4,4,39,0,Tamil Nadu,Salem,Semi-Urban,Flooring,Standard,Economy,8,7,8,5,No,Monsoon,373.15,67.61,58.88,342.43,9.85,89.06,1808.08,604333.78,72,825503.54,Over Budget
541,2,2,1,22,1,Kerala,Kozhikode,Semi-Urban,Painting,Standard,Economy,8,9,10,6,No,Summer,409.55,75.04,58.4,346.27,10.54,93.85,1903.38,45126.55,25,86252.81,Within Budget
823,2,1,1,47,0,Maharashtra,Nagpur,Urban,Painting,Luxury,Economy,7,7,4,4,Yes,Monsoon,733.59,120.12,96.67,591.32,19.14,156.93,3271.99,101621.6,37,293828.07,Over Budget
5861,8,4,3,61,0,Uttar Pradesh,Agra,Urban,Plumbing,Economy,Economy,2,4,5,5,Yes,Winter,312.2,54.16,43.06,263.37,8.0,65.87,1497.42,162772.74,44,202523.84,Over Budget
1254,2,2,2,42,0,Maharashtra,Pune,Rural,Plumbing,Luxury,Economy,5,8,4,6,Yes,Winter,709.77,130.32,103.49,596.42,18.06,154.0,3443.24,36027.72,39,62241.9,Over Budget
5808,8,4,4,57,0,Delhi,New Delhi,Urban,Plumbing,Standard,Standard,5,4,7,6,Yes,Winter,455.27,81.91,64.67,366.79,11.32,97.95,2042.05,207288.2,41,255900.08,Over Budget
2324,5,2,1,63,1,Gujarat,Vadodara,Semi-Urban,Electrical,Standard,Economy,6,2,4,3,No,Summer,385.83,69.26,56.45,350.47,10.75,89.91,1817.6,269732.86,49,338616.97,Over Budget
4536,8,5,3,30,1,Kerala,Thrissur,Semi-Urban,Bathroom,Economy,Standard,9,8,8,5,Yes,Summer,333.53,61.87,51.93,302.22,9.46,76.62,1640.0,387333.46,50,494669.62,Within Budget
5593,8,4,3,65,1,West Bengal,Howrah,Rural,Roofing,Standard,Standard,6,2,3,4,Yes,Summer,374.9,68.2,53.0,309.01,10.01,82.51,1714.25,570257.81,94,765178.64,Over Budget
3424,8,4,3,11,1,Maharashtra,Nagpur,Semi-Urban,Kitchen,Standard,Economy,10,10,9,9,Yes,Monsoon,430.85,80.74,63.63,380.83,10.95,101.44,1978.92,370587.73,66,655226.75,Over Budget
4635,8,5,3,31,0,Maharashtra,Pune,Urban,Flooring,Economy,Premium,9,9,7,8,No,Winter,380.73,63.24,56.39,327.56,10.16,81.51,1719.13,544127.35,52,804507.4,Over Budget
4089,8,5,3,55,0,Karnataka,Hubli,Urban,Electrical,Luxury,Economy,6,7,3,3,No,Winter,626.48,118.41,92.35,550.94,16.43,149.74,2990.61,559986.8,50,940824.31,Over Budget
2596,6,4,2,6,0,Telangana,Karimnagar,Semi-Urban,Kitchen,Luxury,Economy,10,10,10,9,No,Summer,590.36,114.37,86.75,504.98,16.73,144.3,2930.64,211281.01,49,550022.34,Within Budget
4094,8,4,3,5,0,Tamil Nadu,Coimbatore,Urban,Electrical,Standard,Standard,10,10,9,10,No,Monsoon,383.08,70.64,54.95,328.92,10.47,89.95,1809.6,389572.01,50,500728.5,Within Budget
5773,8,4,4,14,0,Maharashtra,Thane,Semi-Urban,Plumbing,Economy,Premium,10,8,9,7,No,Monsoon,377.98,63.73,56.39,299.93,9.65,85.45,1745.46,163801.7,37,221059.23,Over Budget
4816,8,5,4,80,0,Maharashtra,Pune,Semi-Urban,Flooring,Luxury,Standard,3,3,2,1,Yes,Winter,698.29,121.59,100.78,615.62,18.65,157.11,3311.42,850516.15,65,1632685.39,Over Budget
3366,7,3,2,13,1,Telangana,Hyderabad,Urban,Roofing,Luxury,Standard,10,8,9,10,No,Monsoon,605.79,112.83,86.19,533.48,16.28,132.29,2882.75,471037.48,75,749719.3,Over Budget
2213,4,3,2,35,0,West Bengal,Durgapur,Semi-Urban,Exterior,Luxury,Premium,9,7,9,5,No,Summer,634.46,104.05,90.04,520.31,16.27,139.21,3008.48,185141.94,50,522546.07,Over Budget
4769,8,4,4,32,1,Telangana,Karimnagar,Urban,Exterior,Standard,Standard,5,9,7,5,No,Winter,401.99,70.88,56.91,315.12,9.94,85.3,1855.84,718777.59,65,898673.51,Over Budget
4391,8,4,3,40,1,Telangana,Nizamabad,Semi-Urban,Flooring,Economy,Standard,6,5,5,4,No,Monsoon,316.33,56.85,48.05,272.2,8.67,70.21,1628.24,557277.43,69,770964.43,Over Budget
2566,7,3,3,30,0,Rajasthan,Kota,Semi-Urban,Flooring,Standard,Economy,7,5,9,9,No,Monsoon,374.65,66.18,54.27,319.8,9.52,79.67,1749.27,270263.15,65,392812.79,Over Budget
4692,8,5,3,49,0,Kerala,Thiruvananthapuram,Semi-Urban,Interior,Luxury,Standard,5,7,4,7,Yes,Monsoon,667.77,112.85,94.06,570.73,16.94,152.52,3013.59,590312.61,66,1042840.51,Within Budget
4009,8,4,4,47,1,Kerala,Kochi,Urban,Exterior,Standard,Premium,8,6,6,5,No,Winter,411.76,74.68,62.12,333.17,11.23,93.3,1990.01,452613.05,55,554647.01,Within Budget
4633,8,5,3,23,1,Maharashtra,Thane,Rural,Exterior,Economy,Economy,7,9,6,6,No,Summer,356.32,63.28,52.42,315.17,9.76,79.77,1811.64,508463.73,59,669129.4,Over Budget
4833,8,5,4,19,0,West Bengal,Durgapur,Urban,Bathroom,Economy,Premium,8,8,9,9,No,Summer,320.76,55.68,45.01,261.71,8.79,69.78,1553.95,608401.34,49,665659.02,Over Budget
4346,8,4,3,9,1,Karnataka,Bengaluru,Urban,Electrical,Standard,Premium,10,10,10,10,Yes,Winter,397.97,70.05,60.36,347.69,10.7,85.32,1929.99,443889.19,37,610925.39,Within Budget
2453,4,3,2,41,0,Maharashtra,Thane,Urban,Interior,Standard,Economy,7,6,5,7,No,Summer,445.78,75.0,61.37,359.23,11.27,98.52,2008.2,392140.53,44,417368.05,Within Budget
5964,8,5,4,39,1,Telangana,Hyderabad,Urban,Interior,Premium,Standard,5,5,5,5,No,Summer,487.49,88.25,71.1,402.82,12.95,104.5,2304.58,697480.77,72,1108601.23,Over Budget
2178,4,3,2,42,0,Karnataka,Mangaluru,Urban,Full,Premium,Standard,7,5,6,6,No,Winter,500.58,91.77,69.79,403.7,13.67,114.97,2261.09,269215.75,100,382578.12,Within Budget
721,1,1,1,54,0,West Bengal,Kolkata,Semi-Urban,Exterior,Economy,Standard,5,6,4,7,No,Monsoon,309.19,59.31,46.14,265.21,8.5,73.14,1510.98,100815.75,60,149573.97,Over Budget
3882,8,5,2,36,0,Karnataka,Bengaluru,Urban,Kitchen,Standard,Premium,5,9,9,6,No,Winter,409.92,71.3,56.87,335.52,10.98,92.64,1808.46,615200.06,63,899705.86,Over Budget
5289,8,4,3,44,1,Telangana,Nizamabad,Urban,Flooring,Economy,Premium,8,5,5,7,Yes,Summer,342.96,56.42,45.56,285.23,9.05,70.96,1559.9,640572.85,68,607272.54,Within Budget
3822,7,4,3,1,0,Uttar Pradesh,Varanasi,Urban,Full,Economy,Standard,10,9,8,9,No,Summer,314.31,52.95,41.81,256.32,7.83,69.28,1390.32,328116.42,96,421079.71,Within Budget
